status,xigua,R,shumei,baiqishi,x1,x30,x85,x54,x83
0,372,0,REVIEW,other,0,0,0,178,0
0,558,0,PASS,other,5,5,1,113,1
0,618,0,REVIEW,other,8,8,4,-1,4
0,495,0,PASS,medium,13,14,4,292,4
0,477,0,PASS,other,18,20,6,15,5
1,324,0,REVIEW,other,8,8,2,125,1
1,463,0,REVIEW,medium,7,6,4,30,1
0,696,0,REVIEW,high,6,6,2,115,1
0,344,0,PASS,other,7,7,3,56,0
0,597,0,REVIEW,other,28,27,10,5,5
0,731,0,PASS,other,9,9,5,209,2
1,384,0,REVIEW,other,2,2,2,-1,0
1,304,0,REVIEW,other,5,4,2,-1,0
1,354,0,REVIEW,medium,8,8,4,88,1
1,419,0,REVIEW,other,5,4,0,-1,0
0,435,0,PASS,other,10,10,5,230,2
0,456,0,REVIEW,other,7,7,3,-1,3
0,347,0,REVIEW,high,15,16,5,111,5
0,332,0,REVIEW,other,19,19,8,8,6
1,590,0,REJECT,other,2,1,0,92,0
1,341,1,REVIEW,high,12,12,3,245,3
0,553,0,REVIEW,other,3,3,1,-1,0
1,348,0,PASS,other,15,14,4,-1,1
1,303,0,REVIEW,medium,3,3,1,-1,0
0,518,0,PASS,other,9,9,4,-1,0
0,397,0,PASS,medium,14,14,5,276,2
0,448,0,REVIEW,other,18,18,9,17,6
1,625,0,REVIEW,other,3,3,2,62,0
0,559,0,REVIEW,high,13,14,5,115,4
0,325,0,REJECT,high,5,5,1,144,1
1,666,0,REVIEW,other,11,11,6,81,1
1,496,1,REVIEW,high,2,2,0,144,0
0,544,0,REVIEW,other,18,17,4,13,2
0,608,0,REJECT,other,12,12,3,104,3
0,649,0,REVIEW,other,16,16,9,15,8
1,511,0,REVIEW,other,5,5,4,-1,2
0,559,0,REVIEW,other,9,9,1,-1,1
0,550,0,REVIEW,other,15,15,8,6,6
1,346,0,REVIEW,other,4,4,0,-1,0
1,327,0,REJECT,medium,4,4,1,90,0
0,532,0,PASS,other,26,26,10,6,5
1,340,0,REVIEW,high,9,8,5,-1,0
0,374,0,REVIEW,other,8,3,5,-1,3
0,454,0,REVIEW,other,12,12,6,13,6
0,584,0,PASS,other,27,26,10,8,7
1,343,0,PASS,other,8,8,3,-1,1
1,303,0,PASS,other,8,8,3,58,2
1,507,0,REVIEW,other,2,2,1,109,0
0,676,0,PASS,other,30,30,10,10,9
0,414,0,REVIEW,other,20,20,9,17,3
0,464,0,REVIEW,other,3,3,1,70,1
1,343,0,REVIEW,other,6,6,1,129,0
0,455,0,REVIEW,medium,3,3,3,225,2
0,417,0,REVIEW,other,18,18,11,43,7
1,434,0,REVIEW,other,5,5,2,118,1
1,431,0,REVIEW,medium,12,12,5,18,5
0,426,0,REJECT,other,15,16,7,36,2
1,335,1,REVIEW,other,4,4,4,222,0
0,476,0,REVIEW,other,4,4,0,267,0
0,357,0,PASS,other,31,31,14,6,12
1,349,0,REJECT,other,15,15,7,35,0
0,631,0,REVIEW,other,3,3,0,-1,0
0,559,0,PASS,other,17,16,8,338,6
1,471,0,REVIEW,other,11,10,2,57,1
1,334,0,REVIEW,other,3,3,1,-1,0
0,378,0,PASS,other,1,1,1,-1,0
0,476,0,PASS,other,8,8,5,101,5
1,501,0,REVIEW,other,7,7,2,72,1
1,329,1,REVIEW,other,3,3,1,-1,0
1,330,0,REVIEW,high,3,3,0,71,0
0,325,0,REVIEW,other,6,6,1,104,1
0,372,0,REVIEW,high,4,4,1,121,1
1,544,1,REVIEW,none,2,2,1,-1,0
1,386,0,REVIEW,other,4,4,0,-1,0
0,539,0,REVIEW,other,9,10,5,83,4
0,609,0,REVIEW,medium,13,13,8,228,4
0,623,0,PASS,other,2,2,1,-1,1
1,320,1,REVIEW,medium,12,12,6,165,5
0,421,0,REVIEW,other,4,4,1,55,0
1,326,1,REVIEW,other,17,17,10,43,4
1,389,0,REVIEW,other,9,9,5,200,5
1,509,0,REVIEW,medium,0,0,0,313,0
1,613,0,REVIEW,other,5,4,1,110,1
0,527,0,REVIEW,other,6,6,3,11,3
1,324,0,REVIEW,other,5,5,4,-1,1
1,345,0,REVIEW,other,3,2,1,-1,1
0,336,0,PASS,other,13,13,6,26,4
0,372,0,REVIEW,other,10,10,2,-1,1
0,676,0,PASS,medium,9,9,5,63,1
1,453,0,REVIEW,other,9,9,2,78,0
0,783,0,REVIEW,medium,11,11,5,341,1
1,347,1,REVIEW,other,2,2,2,192,1
0,311,0,REVIEW,other,17,19,3,114,2
1,537,1,REVIEW,other,8,6,3,8,3
1,343,0,REVIEW,other,11,12,2,305,1
0,538,0,PASS,other,31,32,15,3,12
1,413,0,REVIEW,other,14,14,5,52,0
0,700,0,PASS,other,9,11,5,-1,5
1,549,0,REJECT,other,3,4,0,-1,0
1,347,0,REVIEW,other,6,5,3,139,1
0,549,0,PASS,other,10,10,3,90,3
0,461,0,PASS,other,19,20,5,228,4
0,359,0,REVIEW,other,4,4,1,-1,1
0,315,0,REVIEW,other,15,14,6,110,5
0,318,0,REJECT,other,8,8,5,114,5
0,531,0,REVIEW,other,7,7,1,70,0
0,437,0,PASS,other,14,14,4,-1,4
0,397,0,PASS,medium,24,25,9,77,7
0,571,0,REVIEW,other,14,12,4,12,3
0,512,0,REVIEW,other,13,14,7,68,7
0,680,0,REVIEW,other,28,28,8,24,5
0,693,0,PASS,other,19,19,8,16,6
0,378,0,PASS,other,20,20,11,166,7
1,336,0,REVIEW,high,11,11,4,218,2
1,499,0,REJECT,medium,2,2,2,223,1
0,735,0,PASS,medium,17,17,7,33,7
0,665,0,REVIEW,other,9,9,2,9,2
0,322,0,REVIEW,other,18,17,11,35,4
0,343,0,REVIEW,medium,5,1,3,235,1
0,349,0,REVIEW,other,0,0,0,-1,0
0,562,0,REVIEW,high,0,0,0,-1,0
0,447,0,PASS,other,29,30,7,12,5
0,597,0,REVIEW,other,12,13,4,5,4
0,541,0,PASS,other,29,29,13,5,9
0,575,0,PASS,other,11,11,3,114,3
0,456,0,REJECT,other,35,35,15,9,11
0,399,0,REVIEW,other,4,3,1,-1,1
0,336,0,REVIEW,high,9,10,5,80,0
0,709,0,REJECT,medium,24,23,4,12,4
0,532,0,REVIEW,medium,10,9,4,-1,4
0,317,0,REVIEW,high,12,11,4,174,4
0,400,0,REJECT,other,13,13,6,175,2
0,462,0,PASS,other,11,9,4,-1,0
0,385,0,PASS,medium,20,20,7,2,5
0,559,0,REVIEW,medium,8,8,5,-1,1
0,339,0,PASS,other,4,4,4,-1,0
0,626,0,PASS,other,12,13,5,208,4
0,343,0,REVIEW,other,16,15,5,11,5
0,499,0,PASS,other,22,22,9,15,8
1,324,0,REVIEW,other,7,7,6,63,0
0,490,0,REVIEW,other,14,14,5,6,4
0,332,0,REVIEW,medium,15,15,4,82,3
1,386,1,REVIEW,high,13,13,7,220,5
1,349,0,REVIEW,other,0,0,0,165,0
0,704,0,PASS,other,10,10,3,233,2
0,652,0,PASS,other,9,9,5,323,5
0,352,0,REVIEW,other,1,1,0,-1,0
0,528,0,REVIEW,other,11,11,6,24,5
0,572,0,REVIEW,other,13,12,8,-1,3
1,416,0,PASS,other,7,7,5,141,2
0,508,0,REVIEW,other,5,5,2,250,1
1,309,0,REJECT,other,11,11,4,192,3
1,321,0,REVIEW,other,8,8,2,119,0
0,583,0,REVIEW,other,2,2,2,-1,1
1,327,0,REVIEW,medium,9,9,4,128,0
1,466,0,REVIEW,other,4,4,0,-1,0
0,780,0,REVIEW,medium,18,18,9,14,8
0,422,0,PASS,other,15,15,6,-1,4
1,534,0,PASS,other,6,6,2,-1,0
1,334,0,REVIEW,high,7,5,2,310,1
1,674,0,REVIEW,other,4,4,2,195,1
0,427,0,REVIEW,other,18,18,9,64,1
0,628,0,PASS,other,9,6,4,7,3
1,424,1,REVIEW,other,2,2,2,-1,0
1,549,0,PASS,other,12,12,5,226,3
0,585,0,REVIEW,other,13,13,6,350,3
0,463,0,PASS,high,7,7,4,18,3
1,498,0,REVIEW,other,9,7,3,62,1
0,538,0,REVIEW,other,6,6,3,-1,1
0,386,1,REVIEW,medium,5,5,4,277,0
0,674,0,REVIEW,medium,11,11,8,336,5
0,514,0,REVIEW,other,4,4,2,-1,1
0,728,0,REVIEW,other,19,19,7,5,2
0,376,0,REVIEW,other,7,7,2,245,1
0,791,0,REVIEW,medium,8,9,4,-1,4
0,306,0,REVIEW,medium,9,11,2,-1,2
1,441,0,REJECT,medium,5,8,3,-1,2
1,344,0,REJECT,high,14,14,4,243,4
1,388,0,REVIEW,high,4,4,1,88,1
0,455,0,REVIEW,other,6,6,3,23,1
0,445,0,PASS,other,12,10,5,-1,3
0,416,0,REVIEW,other,15,15,4,239,4
1,330,0,PASS,other,4,4,4,5,2
1,431,0,REVIEW,other,2,2,0,125,0
1,555,0,REVIEW,other,3,3,1,140,1
1,308,1,REVIEW,high,2,2,1,200,0
0,318,0,REVIEW,other,5,5,5,-1,2
1,341,0,REVIEW,other,5,5,1,143,0
0,346,0,REJECT,other,2,2,0,259,0
1,437,0,PASS,other,8,8,3,152,0
0,469,0,REVIEW,other,18,18,10,37,4
1,317,0,REJECT,medium,10,7,6,125,4
0,324,0,REVIEW,medium,5,5,2,160,2
1,303,0,REVIEW,other,3,3,1,-1,0
0,665,0,PASS,medium,7,7,3,308,2
1,321,0,REVIEW,other,6,5,0,82,0
0,313,0,REVIEW,other,4,4,2,-1,0
0,477,0,REVIEW,other,5,5,2,201,2
1,320,0,REVIEW,other,6,6,1,-1,1
0,668,0,REVIEW,other,19,20,7,19,2
0,752,0,PASS,other,44,44,15,6,12
0,596,0,REVIEW,other,1,1,0,-1,0
0,394,0,PASS,other,12,12,4,11,4
0,482,0,PASS,medium,10,9,6,45,2
1,359,0,REVIEW,other,1,1,0,149,0
0,702,0,REVIEW,other,16,15,5,146,4
0,591,0,PASS,other,9,9,4,5,3
0,502,0,PASS,other,24,24,9,241,8
1,337,1,REVIEW,high,17,18,9,114,4
0,363,0,REVIEW,other,24,23,7,12,6
0,650,0,REVIEW,other,6,6,3,-1,3
0,541,0,REVIEW,other,7,8,3,-1,1
0,602,0,REVIEW,other,13,14,2,181,1
0,596,0,REVIEW,medium,0,0,0,-1,0
1,348,0,REJECT,high,4,4,4,-1,1
0,476,0,REVIEW,other,13,10,4,42,3
0,462,0,REVIEW,other,2,2,1,-1,0
0,413,0,REVIEW,other,11,11,4,21,2
1,611,1,REVIEW,medium,4,4,2,55,0
0,546,0,REJECT,other,16,15,7,66,6
0,426,0,PASS,other,11,10,3,8,2
0,383,0,REVIEW,high,6,6,2,66,0
0,639,0,REVIEW,medium,24,24,10,82,8
0,572,0,REVIEW,medium,14,14,9,21,7
0,555,0,PASS,high,4,4,3,113,0
1,598,0,REVIEW,other,6,6,2,-1,1
0,613,0,REVIEW,other,10,8,3,26,1
1,562,0,REVIEW,other,13,15,7,58,4
0,340,0,PASS,other,22,22,7,130,6
1,469,0,REVIEW,other,1,1,1,-1,0
0,644,0,PASS,other,4,4,2,344,1
1,512,0,PASS,other,11,11,4,-1,0
0,412,0,REVIEW,high,6,6,3,254,0
0,568,0,PASS,other,26,13,12,15,6
0,455,0,REVIEW,other,8,8,3,19,3
0,601,0,REVIEW,other,9,9,3,136,1
1,315,0,REVIEW,medium,14,15,7,216,6
0,482,0,REVIEW,medium,18,18,4,188,4
0,312,0,REVIEW,other,4,4,3,76,2
0,578,0,REVIEW,other,5,6,3,315,1
0,603,0,REVIEW,other,15,16,7,21,6
0,347,0,REVIEW,high,2,2,0,-1,0
0,535,0,REVIEW,other,12,12,8,16,4
1,473,0,REJECT,other,8,6,5,-1,2
0,625,0,REVIEW,other,10,9,5,26,5
0,320,0,REVIEW,other,0,0,0,-1,0
0,592,0,REVIEW,other,13,13,6,219,2
1,470,0,REVIEW,other,6,5,2,32,2
1,327,0,REVIEW,other,8,6,4,36,1
0,477,0,REVIEW,other,1,0,1,-1,0
0,689,0,REVIEW,other,11,11,5,14,3
0,481,0,PASS,medium,6,5,1,73,1
0,448,0,REVIEW,medium,14,14,8,12,4
0,597,0,PASS,other,28,29,10,12,6
1,346,0,REVIEW,other,5,5,1,328,0
0,523,0,REVIEW,other,3,3,2,-1,0
0,420,0,REVIEW,other,3,3,3,-1,3
1,459,0,REVIEW,other,6,6,2,-1,0
1,348,0,REVIEW,other,2,2,1,69,0
0,403,0,REVIEW,other,20,20,9,-1,7
0,480,0,REVIEW,medium,14,15,8,-1,3
0,598,0,PASS,medium,9,8,5,7,4
0,536,1,REVIEW,other,5,5,2,62,1
1,536,0,REVIEW,other,13,13,8,57,0
0,310,0,REVIEW,other,14,14,7,58,1
0,596,0,PASS,other,5,4,1,130,1
1,539,0,REVIEW,other,4,4,0,329,0
0,346,0,PASS,other,10,10,5,204,2
1,340,1,REVIEW,other,2,2,0,339,0
1,349,0,REVIEW,other,7,7,2,-1,1
0,622,0,REVIEW,other,15,14,5,126,3
0,514,0,PASS,high,10,10,6,-1,3
0,431,0,REVIEW,other,8,8,5,30,3
0,344,0,REVIEW,high,18,18,5,263,2
1,409,1,REVIEW,medium,3,3,1,-1,1
0,479,0,REJECT,other,9,9,4,254,2
0,709,0,REVIEW,other,21,22,10,17,8
1,408,0,REJECT,other,8,9,6,3,1
1,389,0,REVIEW,medium,2,2,0,77,0
1,437,0,REVIEW,other,5,5,3,179,1
1,371,0,REJECT,other,4,4,1,193,1
1,313,0,REVIEW,medium,12,11,5,89,3
0,496,0,PASS,other,19,18,10,44,1
0,362,0,REJECT,other,10,10,1,178,1
0,316,0,REVIEW,other,10,10,6,153,5
0,576,0,REVIEW,medium,10,10,2,-1,1
0,309,0,PASS,medium,6,6,4,109,3
0,702,0,PASS,medium,11,11,6,1,5
0,424,0,REVIEW,other,16,10,7,25,7
1,345,0,REVIEW,other,15,13,5,15,3
0,317,0,REVIEW,other,21,21,9,8,6
1,308,0,REVIEW,other,1,1,0,173,0
0,534,0,PASS,other,23,23,12,35,9
0,333,0,PASS,medium,7,7,3,7,3
1,437,0,REJECT,other,11,11,4,92,3
0,415,0,REVIEW,other,2,2,1,278,1
0,502,0,REVIEW,other,4,4,1,169,1
0,694,0,REVIEW,other,10,10,4,7,3
0,433,0,REVIEW,other,10,9,4,37,3
0,508,0,REVIEW,other,10,9,2,322,0
0,798,0,REVIEW,other,8,9,4,-1,2
1,346,0,REVIEW,medium,8,7,4,243,2
1,315,0,REVIEW,high,4,4,2,156,0
1,333,0,REVIEW,high,7,7,2,331,0
0,418,0,REVIEW,other,6,6,4,-1,1
0,318,0,PASS,other,11,10,3,121,3
1,332,1,REVIEW,medium,7,7,3,187,3
0,643,0,REVIEW,other,4,3,2,-1,0
0,480,0,REVIEW,other,13,13,5,98,1
0,678,0,PASS,other,5,5,2,-1,0
1,347,0,REVIEW,other,12,12,7,15,3
0,337,1,REJECT,high,12,12,5,51,3
1,414,0,REVIEW,other,8,8,6,56,0
0,696,0,REVIEW,other,24,24,9,6,6
0,606,0,REVIEW,other,18,18,5,42,4
1,572,0,REVIEW,other,7,7,4,-1,0
0,320,0,REVIEW,medium,2,3,1,202,1
0,349,0,REVIEW,other,8,8,6,22,3
0,444,0,REVIEW,other,13,13,6,10,5
1,358,0,REVIEW,other,1,0,1,-1,0
1,348,0,REVIEW,medium,22,23,9,5,7
0,414,0,PASS,other,16,16,7,7,3
0,517,0,REVIEW,medium,12,12,8,180,1
0,326,0,REVIEW,other,8,8,2,-1,2
0,636,0,REVIEW,other,11,12,6,-1,4
0,546,0,PASS,other,13,13,4,45,3
0,758,0,PASS,other,2,2,1,-1,0
0,313,0,PASS,other,19,19,9,59,5
1,315,0,REVIEW,other,9,9,3,18,1
0,345,0,REVIEW,other,21,22,6,4,6
0,549,0,REJECT,other,11,11,4,102,4
0,499,0,PASS,other,15,17,8,31,4
1,501,0,REVIEW,other,6,6,4,141,1
0,347,0,REVIEW,other,2,2,2,-1,1
1,344,0,REVIEW,other,3,3,2,311,1
1,453,0,REVIEW,other,3,3,0,77,0
1,309,1,REVIEW,other,5,4,0,72,0
0,395,0,REVIEW,other,10,12,5,4,5
1,611,0,REVIEW,other,6,5,3,180,1
0,552,0,REVIEW,other,11,11,5,-1,2
1,554,0,REVIEW,other,14,14,8,60,2
1,332,0,REVIEW,high,5,5,4,99,1
0,424,0,REVIEW,other,1,1,0,141,0
1,320,0,REVIEW,other,3,3,1,-1,0
1,467,0,REVIEW,other,4,4,1,68,0
0,403,0,REVIEW,other,1,1,0,229,0
1,400,1,REVIEW,other,2,2,1,331,1
0,328,0,REVIEW,medium,12,12,6,29,5
1,551,0,REVIEW,high,7,7,4,109,1
1,518,0,REVIEW,other,4,4,0,91,0
1,629,0,REVIEW,other,2,1,1,-1,0
0,316,0,REVIEW,other,8,6,5,-1,2
1,312,0,REVIEW,other,10,10,3,203,1
1,405,0,PASS,other,4,3,0,86,0
0,482,0,PASS,medium,10,9,8,27,3
0,628,0,PASS,other,22,21,8,29,8
1,481,0,REVIEW,other,5,5,2,197,0
1,397,0,REJECT,other,13,13,8,5,3
0,346,0,REVIEW,other,11,12,3,-1,0
0,639,0,REVIEW,other,13,13,7,348,7
1,337,0,REVIEW,high,2,2,0,175,0
0,527,0,REVIEW,other,5,5,1,-1,1
1,329,0,REVIEW,other,13,13,6,56,0
0,624,0,REVIEW,medium,9,9,5,219,4
0,606,0,REVIEW,other,13,13,6,36,3
1,369,0,PASS,other,5,5,0,97,0
0,531,0,PASS,other,9,9,6,328,4
0,361,0,REVIEW,other,8,8,5,-1,3
0,398,0,REVIEW,other,1,1,1,-1,1
0,340,0,REVIEW,other,16,16,7,78,4
0,632,0,REJECT,other,17,17,8,45,1
1,339,0,REVIEW,other,16,14,8,60,1
0,306,0,REJECT,medium,12,12,7,263,3
0,325,0,REVIEW,other,7,7,1,183,1
1,344,0,REVIEW,other,5,4,2,-1,1
0,499,0,REVIEW,other,5,5,4,-1,2
0,513,0,REVIEW,other,8,8,4,196,2
0,316,0,REVIEW,medium,9,9,7,259,5
0,621,0,REVIEW,medium,17,17,5,259,5
0,431,0,PASS,other,25,26,8,2,5
1,324,1,REJECT,high,11,11,5,-1,1
0,510,0,REVIEW,high,26,27,10,107,8
1,417,0,REVIEW,other,3,3,0,-1,0
0,601,0,PASS,other,18,18,8,283,6
0,602,0,REVIEW,other,17,17,4,8,3
0,508,0,PASS,other,15,15,10,12,10
0,431,0,PASS,other,7,7,4,-1,1
0,659,0,REVIEW,other,11,11,5,355,5
0,521,0,PASS,other,30,31,12,3,7
1,310,1,REVIEW,other,0,0,0,134,0
0,309,0,REVIEW,other,7,7,2,-1,1
0,647,0,REVIEW,medium,5,5,4,181,2
1,576,0,REVIEW,other,2,2,1,-1,0
1,346,0,REJECT,other,7,7,2,-1,0
0,558,0,REVIEW,medium,20,20,12,9,7
0,447,0,REVIEW,other,21,19,6,93,5
0,457,0,REVIEW,other,17,18,8,2,7
0,508,0,REVIEW,other,3,3,2,-1,1
1,330,0,REJECT,high,3,3,3,60,0
0,577,0,REVIEW,other,10,12,3,77,3
1,658,0,REVIEW,other,11,10,4,280,1
0,375,0,REVIEW,other,10,10,4,149,2
0,375,0,REVIEW,other,7,7,4,282,3
0,333,0,REVIEW,other,7,7,7,57,1
0,523,0,PASS,medium,12,13,4,282,4
0,341,0,PASS,other,16,16,8,9,7
1,370,0,REVIEW,other,9,9,0,74,0
0,526,0,REVIEW,other,0,0,0,-1,0
0,607,0,REVIEW,other,15,15,6,-1,5
0,540,0,PASS,other,7,7,5,-1,3
1,395,0,REJECT,other,9,9,3,90,0
0,339,0,REVIEW,other,3,3,1,-1,1
0,336,0,PASS,medium,15,15,9,270,6
0,493,0,REVIEW,other,12,13,3,11,2
0,334,0,REVIEW,other,6,7,2,273,2
0,704,0,PASS,other,32,30,9,15,6
0,332,0,REVIEW,medium,13,13,4,173,3
0,550,0,PASS,other,14,15,6,4,4
1,346,0,PASS,other,8,8,6,43,1
1,770,0,PASS,other,4,1,1,-1,0
0,619,0,REVIEW,other,5,5,1,-1,0
0,392,0,PASS,medium,16,16,7,15,5
1,440,0,REVIEW,other,7,7,2,-1,0
0,469,0,REVIEW,other,18,18,10,29,8
0,324,0,PASS,medium,6,5,3,158,1
0,457,0,REVIEW,other,0,0,0,-1,0
1,358,0,REVIEW,other,4,4,1,128,0
0,536,0,REVIEW,medium,6,6,1,24,1
0,333,0,REVIEW,other,6,2,3,5,2
0,612,0,REVIEW,other,16,16,5,64,3
0,545,0,PASS,other,11,11,4,9,1
1,464,0,REVIEW,other,1,1,1,-1,1
1,465,0,REVIEW,other,6,6,1,264,0
1,347,0,REVIEW,other,4,4,2,132,2
0,340,0,REVIEW,other,20,19,7,34,7
0,347,0,REVIEW,medium,8,8,3,-1,2
1,552,0,REVIEW,other,5,5,0,-1,0
0,546,0,PASS,other,12,12,5,7,3
0,589,0,REVIEW,other,4,5,2,8,2
1,463,1,REVIEW,other,5,5,0,-1,0
1,343,0,REJECT,high,8,8,2,35,0
1,333,0,PASS,medium,11,11,8,61,2
1,337,0,REJECT,other,4,4,3,-1,1
0,784,0,REVIEW,other,24,23,9,5,6
0,576,0,REVIEW,medium,12,11,4,26,3
0,348,0,REVIEW,medium,8,8,2,-1,0
0,553,0,REVIEW,other,5,5,2,197,1
0,475,0,REVIEW,other,9,9,4,157,1
0,337,0,REVIEW,other,6,6,2,-1,2
1,447,1,REVIEW,other,0,0,0,169,0
0,723,0,REVIEW,other,24,24,8,4,5
0,532,0,REVIEW,other,8,6,2,66,2
1,313,1,REVIEW,high,9,8,5,60,4
0,507,0,REVIEW,other,13,13,4,-1,3
0,372,0,REVIEW,other,10,10,6,-1,2
0,468,0,REVIEW,other,7,7,2,-1,1
1,348,0,REVIEW,other,11,11,4,64,0
1,340,0,REVIEW,other,6,6,4,-1,1
0,347,0,PASS,other,12,11,6,162,2
