status,xigua,R,shumei,baiqishi,x1,x30,x85,x54,x83
0,339,0,REVIEW,other,8,8,4,136,2
0,501,0,REVIEW,other,21,21,11,56,5
0,518,0,PASS,high,12,9,6,-1,3
0,329,0,PASS,other,14,14,6,316,5
0,460,0,PASS,medium,18,18,5,188,2
1,325,0,REVIEW,other,6,6,2,155,1
0,526,0,PASS,other,13,8,5,-1,5
0,630,0,PASS,other,6,6,6,-1,2
1,457,0,REVIEW,other,6,5,0,-1,0
0,683,0,REVIEW,medium,8,8,1,169,1
0,536,0,REJECT,other,1,1,0,345,0
1,501,0,REVIEW,other,7,7,1,152,1
0,403,0,REJECT,other,16,16,5,20,4
1,313,0,REVIEW,other,1,1,1,126,1
1,643,0,REJECT,none,0,0,0,-1,0
0,341,0,REVIEW,medium,21,20,6,79,5
0,507,0,REVIEW,other,6,6,0,67,0
1,438,0,REVIEW,medium,5,5,5,121,3
0,786,0,REVIEW,medium,17,17,9,54,6
1,412,0,REVIEW,other,3,2,0,-1,0
1,316,0,REVIEW,medium,10,10,7,58,0
1,700,0,PASS,other,9,9,2,-1,1
1,409,0,REJECT,medium,3,3,2,310,0
1,418,0,REVIEW,other,10,10,2,137,0
0,632,0,REVIEW,medium,17,17,9,36,9
0,509,0,PASS,other,18,17,10,180,4
0,661,0,PASS,other,17,17,6,19,5
1,501,0,REVIEW,other,6,6,2,71,0
0,658,0,REVIEW,none,0,0,0,-1,0
1,412,0,REVIEW,other,3,2,1,-1,0
1,417,0,PASS,other,7,5,2,39,0
0,349,0,REVIEW,other,14,14,7,46,4
0,620,0,PASS,other,11,11,5,-1,3
0,524,0,REVIEW,other,5,5,2,-1,1
0,328,0,REVIEW,other,7,7,3,227,2
0,348,0,REJECT,other,4,4,3,-1,0
0,324,0,REVIEW,other,1,1,0,-1,0
0,427,0,REVIEW,medium,8,8,4,143,1
0,560,0,PASS,medium,12,13,4,135,2
0,325,0,PASS,other,10,10,2,5,2
1,345,0,REVIEW,other,9,9,5,-1,0
0,509,0,REVIEW,other,11,11,5,31,2
0,482,0,REVIEW,medium,22,23,8,15,6
0,633,0,REVIEW,medium,12,9,4,111,2
0,549,0,PASS,other,17,16,7,2,4
0,387,0,REVIEW,other,9,6,3,-1,2
0,533,0,REVIEW,other,22,22,7,22,6
0,480,0,REVIEW,other,11,12,4,78,2
1,657,0,REVIEW,other,6,6,3,-1,0
1,338,0,REVIEW,other,15,15,5,110,4
1,320,1,REVIEW,high,15,15,4,85,1
0,344,0,REVIEW,medium,16,16,8,129,5
0,653,0,PASS,other,4,4,2,211,1
0,475,0,REVIEW,other,6,6,3,180,3
1,703,0,REVIEW,other,3,3,2,-1,2
0,527,0,PASS,other,25,24,9,51,6
1,313,0,REVIEW,other,11,11,5,59,0
0,458,0,REJECT,medium,14,14,4,318,3
0,526,0,REVIEW,other,5,5,1,-1,1
0,501,1,REJECT,other,15,16,6,14,6
0,624,0,PASS,other,9,9,5,5,3
0,309,0,REVIEW,other,4,4,3,-1,3
1,306,0,REVIEW,other,4,4,2,235,0
0,460,0,REVIEW,medium,8,8,4,228,1
0,459,0,REVIEW,other,1,1,1,-1,0
1,316,0,REVIEW,medium,6,6,2,336,2
0,316,0,PASS,other,16,16,9,20,4
1,348,0,REVIEW,other,5,5,0,108,0
1,309,0,REVIEW,other,4,3,0,71,0
0,378,0,REVIEW,other,3,3,2,-1,0
1,334,0,REJECT,other,6,6,2,187,0
0,489,0,PASS,other,11,11,5,70,2
1,412,0,REVIEW,high,1,1,1,146,0
1,340,0,REVIEW,other,15,14,4,-1,0
0,501,0,PASS,other,6,4,1,-1,0
0,684,0,REVIEW,other,9,11,6,5,6
0,319,0,PASS,other,16,16,5,7,4
0,458,0,REVIEW,other,10,10,7,9,7
0,472,0,PASS,other,19,19,8,10,5
1,596,0,PASS,other,5,4,1,-1,1
1,404,0,REVIEW,none,0,0,0,191,0
1,301,0,REVIEW,medium,9,7,4,64,2
0,550,0,PASS,other,16,14,8,-1,4
1,415,0,REVIEW,other,8,8,5,-1,0
0,415,0,PASS,other,28,24,8,9,5
0,391,0,REVIEW,other,7,7,1,-1,0
0,337,0,REVIEW,high,21,23,7,253,5
0,567,0,REVIEW,medium,6,6,4,137,4
1,303,0,PASS,other,7,7,2,-1,0
0,332,0,REVIEW,other,3,3,1,133,0
1,349,1,REVIEW,other,4,4,0,67,0
0,373,0,REVIEW,other,1,1,0,-1,0
0,366,0,PASS,other,29,31,9,3,8
0,314,0,REVIEW,other,19,19,10,16,7
1,346,0,REVIEW,other,3,3,3,-1,0
1,341,0,REVIEW,other,6,6,5,64,2
0,562,0,PASS,other,10,10,4,9,3
1,433,0,REJECT,medium,5,1,3,209,0
0,626,0,REVIEW,other,21,21,12,87,2
0,653,0,REVIEW,other,13,15,7,-1,3
1,337,0,REVIEW,other,5,5,3,-1,3
0,486,0,REVIEW,other,11,10,3,44,0
0,690,0,REVIEW,other,4,3,1,-1,1
1,404,0,REVIEW,medium,2,2,1,251,0
1,347,0,REVIEW,other,1,1,0,-1,0
0,349,0,REJECT,other,2,2,1,222,0
1,510,0,REVIEW,other,9,6,4,-1,1
1,317,0,PASS,high,17,17,4,318,1
1,307,0,REVIEW,other,16,16,9,52,8
0,612,0,REJECT,medium,12,12,5,221,4
1,464,0,REJECT,other,7,7,2,94,2
1,549,0,REVIEW,other,4,4,1,117,0
0,691,0,REVIEW,other,3,3,1,-1,1
1,470,0,REVIEW,other,9,9,6,33,4
0,412,0,REVIEW,other,6,6,4,-1,1
0,462,0,REVIEW,other,8,8,1,-1,1
0,392,0,REVIEW,other,10,10,5,120,2
1,343,0,REVIEW,other,3,3,1,295,0
0,318,0,PASS,other,8,7,1,-1,1
1,307,0,REVIEW,other,12,15,5,15,5
1,344,0,PASS,other,12,13,5,21,4
0,463,0,REVIEW,other,14,14,7,189,4
0,337,0,PASS,high,9,8,3,140,1
1,394,1,REVIEW,medium,9,9,6,15,3
0,658,0,PASS,other,13,13,6,-1,5
1,325,0,REVIEW,other,3,3,1,-1,1
1,346,0,REVIEW,other,8,7,3,111,1
0,451,0,REVIEW,other,20,20,5,14,5
1,570,1,REVIEW,other,14,14,4,71,1
0,349,1,REVIEW,high,4,4,3,-1,0
0,626,0,REVIEW,other,24,24,9,20,5
0,421,0,REJECT,other,7,7,4,232,2
0,578,0,REVIEW,other,8,8,3,136,3
1,369,0,REJECT,other,3,3,3,229,0
0,615,0,REVIEW,other,7,7,3,66,0
0,501,0,PASS,other,3,3,1,149,1
0,594,0,REVIEW,none,0,0,0,-1,0
1,587,0,REVIEW,other,2,2,1,107,1
0,332,0,REVIEW,medium,22,23,9,182,8
0,415,0,PASS,other,13,14,8,16,5
0,397,0,REVIEW,other,6,6,3,140,1
1,302,0,REVIEW,high,11,6,3,318,1
0,527,0,REVIEW,other,2,2,1,-1,1
1,509,0,REVIEW,other,1,1,0,-1,0
1,338,0,REVIEW,other,7,6,1,68,0
1,349,1,REVIEW,other,8,8,5,-1,5
0,460,0,REVIEW,other,12,12,6,41,0
1,320,0,REVIEW,other,0,0,0,115,0
0,624,0,REJECT,other,9,9,4,18,4
1,501,0,REVIEW,high,3,3,1,268,0
0,658,0,REVIEW,other,1,1,1,-1,0
1,617,0,REVIEW,other,4,1,2,55,0
1,346,0,REVIEW,other,6,7,1,79,1
1,309,0,REVIEW,other,3,3,0,130,0
1,624,0,REJECT,medium,3,3,2,114,2
1,350,0,REVIEW,high,9,8,3,78,0
1,349,1,REVIEW,high,10,10,2,76,0
0,510,0,PASS,other,23,23,9,5,5
0,590,0,REVIEW,high,18,18,6,169,2
0,498,0,PASS,other,10,10,8,60,2
1,335,0,REVIEW,other,4,4,2,340,0
1,346,0,REJECT,other,2,2,2,258,0
0,647,0,PASS,other,43,43,14,13,14
1,372,0,REVIEW,high,2,2,2,148,0
0,646,0,PASS,medium,26,24,4,11,4
0,584,0,PASS,other,15,14,5,33,3
0,341,0,REVIEW,other,4,4,2,169,1
0,502,0,PASS,other,12,13,9,7,6
0,673,0,REVIEW,other,14,14,3,68,2
1,309,0,REVIEW,medium,13,10,5,38,4
0,578,0,PASS,other,42,42,10,13,8
0,345,0,REVIEW,other,4,4,2,-1,2
0,310,0,REVIEW,other,2,2,0,-1,0
0,345,0,REVIEW,other,14,14,8,38,3
0,366,0,REVIEW,other,7,7,0,76,0
0,612,0,REVIEW,other,9,2,2,-1,2
0,497,0,REVIEW,other,6,6,2,-1,2
0,663,0,REVIEW,other,29,25,7,14,7
0,330,0,PASS,other,14,14,4,15,2
1,495,0,PASS,other,4,3,3,169,1
0,541,0,REVIEW,other,9,6,1,34,1
0,652,0,PASS,other,12,12,8,-1,7
0,396,0,REJECT,medium,10,10,3,98,3
1,452,0,REVIEW,other,26,24,7,59,1
1,375,0,REVIEW,other,14,12,5,12,3
1,311,0,REVIEW,other,4,4,0,-1,0
0,479,0,PASS,other,20,20,10,14,3
1,585,0,REVIEW,other,3,3,0,146,0
1,430,1,REVIEW,none,1,1,0,-1,0
0,447,0,REVIEW,medium,7,7,1,67,1
0,330,0,REVIEW,other,17,17,7,16,4
1,564,0,REVIEW,other,2,2,0,-1,0
0,489,0,PASS,high,10,11,4,85,2
0,349,0,REVIEW,other,6,6,2,98,0
1,437,0,REVIEW,other,15,15,7,342,2
0,549,0,PASS,other,11,13,4,74,2
0,334,0,REVIEW,other,11,11,6,36,1
1,470,0,PASS,other,8,8,6,-1,4
1,311,1,REVIEW,other,9,7,2,76,0
0,440,0,REVIEW,other,8,8,2,176,1
1,659,0,REVIEW,other,8,8,3,62,0
0,529,0,PASS,other,13,13,6,19,1
0,388,0,REVIEW,other,19,20,8,9,5
1,604,0,REVIEW,other,1,1,1,194,0
0,429,1,REVIEW,other,35,35,10,8,6
0,347,0,REVIEW,other,11,11,4,208,3
1,522,1,PASS,high,14,14,3,201,3
0,310,0,REVIEW,other,5,5,0,90,0
0,309,0,PASS,other,10,10,6,32,2
1,320,0,REVIEW,other,5,4,1,78,0
0,568,0,PASS,other,17,17,9,6,6
0,431,0,PASS,medium,12,11,2,26,2
1,671,0,REVIEW,other,8,8,1,-1,0
1,397,0,REJECT,high,6,6,2,49,0
1,349,0,REVIEW,other,10,10,6,65,1
0,491,0,REVIEW,high,7,7,4,-1,1
0,343,0,REVIEW,other,16,17,9,-1,6
1,348,0,REJECT,high,0,0,0,-1,0
0,460,0,REVIEW,other,20,20,6,130,4
0,483,0,REVIEW,high,7,7,2,178,2
0,311,0,PASS,other,11,10,4,75,3
1,314,0,REVIEW,other,10,10,5,140,3
0,321,0,REVIEW,other,14,13,5,124,5
0,312,0,REVIEW,high,29,29,8,7,8
0,417,0,PASS,other,15,13,3,27,2
0,527,0,REVIEW,other,14,17,4,76,4
0,468,0,REVIEW,other,7,7,6,-1,0
1,542,0,REVIEW,other,17,17,10,59,3
0,347,0,REVIEW,other,20,19,6,7,4
0,565,0,REVIEW,other,11,11,4,8,4
1,421,0,REVIEW,other,8,7,5,-1,0
0,713,0,PASS,medium,18,14,4,10,3
0,616,1,REVIEW,other,9,10,5,110,4
1,338,1,REVIEW,other,8,8,5,40,0
0,421,0,REVIEW,other,3,3,1,40,0
1,503,1,REVIEW,other,1,1,0,-1,0
1,307,0,REVIEW,other,1,1,0,132,0
0,302,0,REVIEW,other,3,5,1,-1,0
1,509,0,REVIEW,other,5,5,1,74,0
1,341,0,REVIEW,medium,2,2,2,165,1
0,571,0,REVIEW,other,11,11,3,270,1
0,375,0,REVIEW,other,10,10,3,-1,3
0,604,1,REVIEW,other,13,12,6,33,1
0,510,0,REVIEW,other,16,16,8,31,5
0,445,0,PASS,other,20,20,5,33,4
1,445,0,REJECT,high,1,1,1,216,0
0,316,0,PASS,other,17,17,8,321,3
1,343,0,PASS,other,9,9,1,77,0
0,584,0,REVIEW,other,22,25,11,10,5
0,309,0,REVIEW,other,13,13,5,44,1
0,409,0,REVIEW,other,11,11,6,-1,2
1,326,0,REVIEW,other,5,5,1,123,1
1,434,0,REJECT,other,2,2,2,142,0
0,569,0,REVIEW,other,4,4,1,276,1
0,694,0,REVIEW,other,11,11,3,-1,3
1,618,0,REVIEW,other,7,7,0,-1,0
0,498,0,REVIEW,other,14,14,4,9,2
0,325,0,REVIEW,medium,12,11,4,-1,1
0,472,0,REVIEW,other,11,11,6,263,3
0,574,0,REVIEW,other,19,19,7,88,7
0,496,0,REJECT,high,9,9,6,25,5
0,568,0,REVIEW,high,24,26,8,4,7
0,611,0,PASS,medium,23,22,6,5,5
1,333,1,REVIEW,other,7,7,4,108,1
0,339,0,REVIEW,other,2,2,1,149,1
0,320,0,PASS,other,11,10,4,8,2
0,338,0,REVIEW,medium,7,7,2,-1,0
1,614,0,REJECT,high,1,1,1,259,0
0,710,0,REVIEW,other,7,0,5,-1,2
0,425,0,REVIEW,other,7,7,3,25,3
0,572,0,PASS,other,13,13,6,359,5
1,335,0,REVIEW,other,4,4,1,319,0
1,301,0,REVIEW,other,4,4,3,-1,3
0,637,0,REVIEW,other,7,7,7,33,5
1,341,0,REVIEW,medium,11,12,4,184,3
0,410,0,PASS,other,18,17,3,67,0
0,502,0,PASS,other,9,9,5,42,0
1,315,1,REVIEW,medium,19,19,8,70,2
0,702,0,REVIEW,other,3,3,2,273,1
0,329,0,REJECT,medium,21,17,5,-1,2
1,399,0,REVIEW,other,7,6,3,44,1
1,397,0,REVIEW,high,14,14,8,122,3
0,807,0,REVIEW,other,6,7,3,83,2
0,651,0,REVIEW,medium,24,24,11,12,7
0,572,0,REVIEW,medium,12,12,5,-1,2
0,341,0,REVIEW,other,4,4,2,-1,1
0,770,0,REVIEW,medium,18,21,9,305,3
0,349,0,PASS,other,14,14,6,-1,2
1,316,1,REVIEW,other,10,10,4,58,1
1,332,0,REVIEW,other,12,12,8,-1,3
0,411,0,REVIEW,other,6,7,4,-1,0
0,618,0,REVIEW,other,2,1,0,-1,0
0,475,0,REJECT,other,5,6,2,-1,1
1,392,0,REVIEW,other,5,5,2,215,1
0,495,0,REVIEW,other,28,28,8,17,8
1,463,0,REVIEW,other,21,21,8,110,7
1,345,0,REVIEW,other,4,4,1,179,1
0,413,0,PASS,other,13,13,7,23,5
0,381,0,REVIEW,medium,11,11,3,-1,2
1,503,0,REVIEW,other,6,6,3,-1,0
1,332,0,REVIEW,other,5,5,3,188,3
1,341,1,REVIEW,other,7,7,3,204,1
1,329,1,REVIEW,other,5,5,3,113,0
0,348,0,REVIEW,other,21,21,10,-1,7
0,462,0,REVIEW,medium,12,12,6,105,2
0,468,0,PASS,other,14,14,7,139,7
1,720,0,REVIEW,other,0,0,0,169,0
1,340,1,REVIEW,other,6,6,4,271,3
0,365,0,REVIEW,other,13,13,5,133,2
1,392,0,REVIEW,other,3,3,0,188,0
0,731,0,REVIEW,other,22,21,7,33,4
0,485,0,PASS,other,5,5,2,-1,1
0,666,0,REVIEW,other,20,18,8,57,5
1,460,0,REVIEW,other,3,3,1,104,1
1,383,0,REVIEW,other,10,10,6,181,3
0,395,0,REVIEW,other,9,10,5,25,2
1,433,0,REVIEW,other,1,1,0,-1,0
0,675,0,PASS,medium,14,14,5,28,1
0,488,0,REVIEW,other,18,19,9,12,8
0,778,0,REVIEW,other,2,2,1,-1,0
0,514,0,PASS,other,7,7,3,-1,3
1,742,0,REVIEW,other,9,8,4,92,2
1,393,0,REVIEW,other,10,10,2,5,1
1,404,0,REVIEW,other,8,6,3,110,0
0,591,0,PASS,other,11,10,4,34,3
0,539,0,PASS,other,12,13,6,21,3
0,346,0,REVIEW,other,10,10,5,195,4
1,310,1,REVIEW,other,3,3,2,-1,1
0,354,0,REVIEW,other,14,14,10,26,5
0,429,0,PASS,other,13,13,5,137,3
1,557,0,REVIEW,other,14,14,5,247,4
1,363,0,REVIEW,other,6,6,4,38,2
0,318,0,REVIEW,other,14,17,6,4,5
1,387,0,REJECT,other,3,3,3,235,3
0,543,0,REVIEW,other,13,12,5,-1,2
1,458,0,REVIEW,other,16,17,9,-1,6
1,303,0,REVIEW,high,12,13,5,345,3
0,574,0,REVIEW,other,17,17,7,10,6
0,584,0,PASS,medium,19,19,5,214,4
0,454,0,REVIEW,other,7,7,3,80,3
0,451,0,REVIEW,other,9,9,5,8,5
1,689,0,PASS,other,1,1,1,324,0
0,316,0,REVIEW,other,5,4,2,94,2
0,314,0,PASS,other,16,17,9,9,7
0,651,0,REVIEW,other,11,11,6,35,2
0,344,0,REVIEW,other,8,8,4,86,4
0,348,0,PASS,other,1,0,1,-1,1
1,483,0,REVIEW,other,1,1,0,-1,0
0,746,0,REVIEW,none,5,5,2,-1,1
0,585,0,REVIEW,other,11,11,5,-1,4
1,371,0,REVIEW,other,5,5,0,-1,0
1,309,0,REVIEW,other,6,6,3,195,1
0,619,0,PASS,other,21,22,10,5,8
1,345,0,REVIEW,high,10,10,7,341,1
0,358,0,PASS,other,16,14,6,17,5
1,306,1,REVIEW,medium,5,6,3,341,1
1,348,0,REVIEW,other,10,9,3,73,1
1,409,0,REVIEW,high,7,7,3,250,2
0,405,0,REVIEW,other,11,11,8,38,3
1,344,0,REVIEW,other,5,5,1,76,0
1,394,0,REVIEW,other,13,13,4,59,0
1,313,1,REVIEW,high,4,4,1,131,0
1,410,0,REVIEW,medium,7,5,4,-1,1
0,343,0,REVIEW,other,11,12,6,50,5
1,349,0,REVIEW,other,1,2,1,-1,0
0,408,0,REVIEW,high,1,1,0,-1,0
1,321,0,REVIEW,other,1,1,0,-1,0
0,543,0,PASS,other,19,17,7,9,5
1,348,1,REVIEW,medium,1,1,0,184,0
0,578,0,REVIEW,other,5,5,2,-1,1
0,349,0,REVIEW,other,10,11,4,98,2
0,573,0,REVIEW,other,13,14,8,8,7
1,347,0,REVIEW,other,7,9,5,101,2
1,523,0,PASS,other,8,8,2,-1,1
1,342,1,REJECT,high,6,4,5,337,5
1,586,0,REVIEW,other,10,10,2,83,1
0,508,0,REVIEW,high,6,6,4,-1,2
0,497,0,REVIEW,other,20,20,8,7,6
0,331,0,PASS,other,7,7,4,58,1
0,531,0,PASS,other,21,20,5,16,5
0,530,0,REVIEW,other,9,9,2,-1,2
1,312,0,REVIEW,other,6,5,1,65,0
0,337,0,REVIEW,other,1,1,1,-1,0
0,450,0,REVIEW,other,13,14,4,3,4
1,328,1,REVIEW,other,3,3,0,139,0
1,352,0,REVIEW,other,8,7,3,-1,0
0,669,0,REVIEW,other,16,16,8,-1,7
1,307,1,REVIEW,other,7,7,2,90,1
1,565,0,REVIEW,other,7,7,2,-1,1
1,334,0,PASS,other,8,8,4,199,4
1,391,1,REJECT,other,0,0,0,231,0
1,347,0,REVIEW,other,7,7,2,24,1
0,534,0,REVIEW,other,16,15,7,275,5
0,532,0,PASS,other,21,21,8,6,5
0,556,0,REJECT,other,18,20,8,25,6
0,452,0,PASS,other,22,22,9,21,7
0,330,0,REVIEW,other,17,17,9,34,2
1,323,1,REVIEW,high,7,7,3,190,2
1,327,0,PASS,other,11,11,6,-1,0
0,786,0,REVIEW,other,8,8,4,86,2
0,497,0,PASS,other,7,6,4,200,2
0,324,0,REVIEW,other,7,7,2,87,1
1,309,0,REVIEW,other,6,5,2,99,2
1,347,0,REVIEW,other,8,6,4,-1,1
0,314,0,PASS,other,5,4,3,22,2
1,311,1,REVIEW,other,4,4,1,272,0
1,303,1,REVIEW,other,5,5,1,113,0
0,530,0,REVIEW,other,15,15,8,31,2
0,561,0,REVIEW,other,10,11,5,85,3
0,544,0,PASS,other,14,14,12,26,7
1,422,0,REVIEW,other,7,7,2,-1,0
1,319,1,REVIEW,high,4,4,1,351,0
0,341,0,REVIEW,other,6,6,3,-1,0
0,658,0,REVIEW,other,13,12,5,56,1
0,616,0,PASS,medium,16,16,7,23,5
1,356,1,REVIEW,medium,1,0,1,-1,0
1,398,0,REVIEW,high,5,5,2,211,0
0,452,0,PASS,other,7,7,3,287,2
0,563,0,REVIEW,other,16,16,7,7,5
0,587,0,REVIEW,other,6,6,3,-1,1
0,747,0,PASS,medium,18,18,8,-1,3
0,345,0,REVIEW,other,10,10,4,107,3
0,329,0,PASS,other,13,14,4,106,2
0,478,0,REVIEW,other,14,14,5,89,2
0,614,0,REVIEW,other,7,8,4,-1,3
0,599,0,PASS,other,32,30,15,8,10
1,451,0,REJECT,other,4,3,1,98,0
1,375,1,REVIEW,other,3,3,0,267,0
0,667,0,REVIEW,other,7,6,2,-1,2
0,337,0,REVIEW,other,9,9,4,180,2
0,529,0,REJECT,high,10,8,4,114,3
1,393,0,REVIEW,other,6,6,2,196,0
1,335,0,REVIEW,other,5,4,4,27,2
0,343,0,PASS,other,11,11,6,11,5
0,617,0,REVIEW,other,13,11,5,354,3
0,512,0,REVIEW,other,9,8,5,12,4
0,633,0,REVIEW,other,6,7,3,3,2
1,647,0,REVIEW,other,1,1,0,-1,0
1,318,0,REVIEW,other,3,3,2,125,0
1,610,0,REVIEW,medium,8,8,4,110,1
0,515,0,REVIEW,high,5,5,5,-1,5
0,424,0,REVIEW,other,5,4,1,-1,1
0,409,0,REVIEW,other,9,9,6,36,1
0,454,0,PASS,other,11,11,7,42,0
1,349,0,REVIEW,other,21,22,6,3,6
0,453,0,REVIEW,other,20,20,8,10,8
0,473,0,REVIEW,other,8,8,2,301,1
0,312,0,REVIEW,other,11,11,5,-1,3
0,546,0,REVIEW,other,15,14,8,24,7
1,302,0,REVIEW,other,16,15,2,90,1
1,349,0,REVIEW,other,6,6,4,109,0
0,436,0,REVIEW,other,5,5,2,-1,1
1,332,0,REVIEW,other,16,16,2,65,0
0,357,0,REVIEW,medium,17,17,7,165,4
1,382,0,REVIEW,medium,0,0,0,191,0
1,347,0,REVIEW,other,13,13,5,70,0
0,343,0,REVIEW,medium,12,12,4,109,3
0,488,0,REVIEW,other,14,14,6,25,3
0,347,0,REVIEW,other,11,11,4,-1,1
